sub_industry,Industry,sector,sic_code,sic_description,company_name,person_name,email,website,country,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,is_duplicate,duplicate_group,role_function,role_confidence
(HVAC) Heating Contractors & Consultants,Construction & Engineering,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,False,,Other,0.0
Purebred Andalusian Breeding,Animal Breeding,Agriculture & Farming,1430,Raising of horses and other equines,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Purified Water System,Water Engineering,Manufacturing & Industrials,36000,"Water collection, treatment and supply",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
PVC Products Manufacturers & Suppliers,Plastics Manufacturing,Manufacturing & Industrials,22290,Manufacture of other plastic products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Quality Consultants,Consulting Services,Professional Services,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Quality Furniture Retailer,Furniture,Retail,47599,"Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Quality Procedures Processes & Assessment,Consulting Services,Professional Services,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Quantity Surveyors,Surveying Services,Professional Services,74902,Quantity surveying activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Quarries,Materials & Metals,Construction & Materials,8110,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rabbit Breeders,Animal Breeding,Agriculture & Farming,1490,Raising of other animals,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Racecourses & Tracks,Travel & Leisure,Hospitality,93110,Operation of sports facilities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Racking Systems,Material Handling Equipment & Systems,Manufacturing & Industrials,52103,Operation of warehousing and storage facilities for land transport activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radiator Covers,Mechanical Engineering,Manufacturing & Industrials,31090,Manufacture of other furniture,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radiators,Mechanical Engineering,Manufacturing & Industrials,25210,Manufacture of central heating radiators and boilers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radio & Television Stations,Broadcasting,"Media, Publishing & Entertainment",60100,Radio broadcasting,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radio Broadcaster,Broadcasting,"Media, Publishing & Entertainment",60100,Radio broadcasting,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radio Communication Equipment,Communication Services & Equipment,Manufacturing & Industrials,26309,"Manufacture of communication equipment other than telegraph, and telephone apparatus and equipment",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radio Telephone Services,Telecommunication Services & Engineering,Telecommunications,61200,Wireless telecommunications activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radiographic Services,Laboratory Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Radon Gas Detection & Services,Environmental Engineering & Services,Manufacturing & Industrials,71200,Technical testing and analysis,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Wet Soups,Food & Beverage Industry,Manufacturing & Industrials,10850,Manufacture of prepared meals and dishes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rail & Road Haulage Services,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rail Transport Services,Rail Transportation,Transportation & Logistics,49200,Freight rail transport,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railing Contract,Construction & Engineering,Construction & Materials,43390,Other building completion and finishing,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railings & Guard Rails,Metal Fabrication,Manufacturing & Industrials,25110,Manufacture of metal structures and parts of structures,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railroads,Rail Transportation,Transportation & Logistics,49100,"Passenger rail transport, interurban",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railway Equipment Manufacturers,Logistics & Transportation,Manufacturing & Industrials,30200,Manufacture of railway locomotives and rolling stock,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railway Sleepers,Machinery & Manufacturing Services,Manufacturing & Industrials,16210,Manufacture of veneer sheets and wood-based panels,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Railways,Rail Transportation,Transportation & Logistics,49100,"Passenger rail transport, interurban",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rainwater Harvesting,Environmental Engineering & Services,Manufacturing & Industrials,36000,"Water collection, treatment and supply",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Ramp,Construction & Engineering,Construction & Materials,43390,Other building completion and finishing,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Wine Making & Home Brewing Equipment & Supplies,Food & Beverage Industry,Manufacturing & Industrials,46690,Wholesale of other machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rare & Vintage Books,Books & Media,"Media, Publishing & Entertainment",47791,Retail sale of antiques including antique books in stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Garden Ornament Manufacturers,Garden Supplies,Manufacturing & Industrials,23490,Manufacture of other ceramic products n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Ready To Drink Sweet Tea,Beverage Manufacturing,Consumer Goods & Services,11070,Manufacture of soft drinks; production of mineral waters and other bottled waters,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Real Ales,Beverage Manufacturing,Consumer Goods & Services,11050,Manufacture of beer,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Real Estate Agencies, Agents, Buyers",Property Rental & Real Estate Services,Real Estate,68310,Real estate agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Real Estate Management & Development,Property Rental & Real Estate Services,Real Estate,68320,Management of real estate on a fee or contract basis,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Receptions,Events Management,Professional Services,56210,Event catering activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recipes,Food Delivery & Service,Hospitality,58110,Book publishing,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reclamation Centres,Recycling & Waste Management,Manufacturing & Industrials,38110,Collection of non-hazardous waste,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Record Companies,Music Industry,"Media, Publishing & Entertainment",59200,Sound recording and music publishing activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Record, Tape & CD Manufacturers And Wholesalers",Media Production & Services,"Media, Publishing & Entertainment",18201,Reproduction of sound recording,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recording Equipment,Music Equipment,Consumer Goods & Services,26400,Manufacture of consumer electronics,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recording/Rehearsal Studios & Facilities,Media Production & Services,"Media, Publishing & Entertainment",59200,Sound recording and music publishing activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Records Management,Records Management,Professional Services,82110,Combined office administrative service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recruiter,Human Resources & Employment Services,Professional Services,78109,Other activities of employment placement agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recruitment,Human Resources & Employment Services,Professional Services,78109,Other activities of employment placement agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recycling & Disposal,Recycling & Waste Management,Manufacturing & Industrials,38320,Recovery of sorted materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recycling And Disposal Tires,Recycling & Waste Management,Manufacturing & Industrials,38320,Recovery of sorted materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recycling And Disposing Of Oils,Recycling & Waste Management,Manufacturing & Industrials,38320,Recovery of sorted materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Recycling Centres,Recycling & Waste Management,Manufacturing & Industrials,38320,Recovery of sorted materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reduction Club,Personal Care & Services,Consumer Goods & Services,93130,Fitness facilities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reefer Containers,Logistics & Transportation,Transportation & Logistics,52103,Operation of warehousing and storage facilities for land transport activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reflexologist,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refractory Materials & Supplies,Building Materials & Products,Manufacturing & Industrials,46900,Non-specialised wholesale trade,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerants,Chemical Products & Chemicals,Construction & Materials,20130,Manufacture of other inorganic basic chemicals,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerated Cabinets,Machinery & Manufacturing Services,Manufacturing & Industrials,28250,Manufacture of non-domestic cooling and ventilation equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerated Containers,Logistics & Transportation,Transportation & Logistics,52103,Operation of warehousing and storage facilities for land transport activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerated Groupage Distribution,Logistics & Transportation,Transportation & Logistics,53201,Licensed carriers,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigeration Equipment - Commercial,Industrial Equipment & Supplies,Manufacturing & Industrials,46690,Wholesale of other machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigeration Equipment Manufacturers & Distributors,Machinery & Manufacturing Services,Manufacturing & Industrials,28250,Manufacture of non-domestic cooling and ventilation equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerator Repair Services,Specialized Consumer Services,Consumer Goods & Services,95220,Repair of household appliances and home and garden equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refrigerators & Freezers,Household Goods & Services,Manufacturing & Industrials,27510,Manufacture of electric domestic appliances,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refugee Hearings,Public Sector & Government,Public Sector & Government,84230,Justice and judicial activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Refuse Disposal Equipment,Recycling & Waste Management,Manufacturing & Industrials,28990,Manufacture of other special-purpose machinery n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Regenerative Medicine,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Registered Gas Installer,Construction Services,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Relaxation Techniques,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Religious Furnishings & Supplies,Civic & Social Organizations,Public Sector & Government,94910,Activities of religious organisations,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Religious Organizations,Civic & Social Organizations,Public Sector & Government,94910,Activities of religious organisations,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Religious Places/Place Of Worship,Civic & Social Organizations,Public Sector & Government,94910,Activities of religious organisations,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Relocation Services,Professional & Commercial Services,Professional Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Remanufactured,Machinery & Manufacturing Services,Manufacturing & Industrials,33190,Repair of other equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Remapping,Automotive Services,Automotive,45200,Maintenance and repair of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Remediation,Environmental Engineering & Services,Manufacturing & Industrials,39000,Remediation activities and other waste management services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Remote Life Support,Medical Devices & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removalists Melbourne,Moving & Removal Services,Consumer Goods & Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removals - Industrial & Business,Professional & Commercial Services,Professional Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removals - Overseas,Moving & Removal Services,Consumer Goods & Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removals & Moving & Storage,Moving & Removal Services,Consumer Goods & Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removals Brokers,Moving & Removal Services,Consumer Goods & Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Removals Deliveries,Moving & Removal Services,Consumer Goods & Services,49420,Removal services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rendering,Food & Beverage Industry,Consumer Goods & Services,10110,Processing and preserving of meat,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Renewable Energy,Renewable Energy,Utilities & Energy,35110,Production of electricity,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Renewable Energy Equipment Manufacturing,Renewable Energy,Manufacturing & Industrials,27110,"Manufacture of electric motors, generators and transformers",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Renewable Energy Semiconductor Manufacturing,Technology Hardware & Peripherals,Manufacturing & Industrials,26110,Manufacture of electronic components,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Renewable Energy Software & Services,Software Development & Services,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Renewables Environment & Environmental Impact Assessments,Environmental Engineering & Services,Professional Services,74901,Environmental consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rental Vehicles,Vehicle Rental,Transportation & Logistics,77110,Renting and leasing of cars and light motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Repairing Carpets & Rugs,Specialized Consumer Services,Consumer Goods & Services,95240,Repair of furniture and home furnishings,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Replacement Parts Distributor & Automotive Aftermarket Products,Auto Components,Automotive,45310,Wholesale trade of motor vehicle parts and accessories,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reproduction Furniture,Furniture,Manufacturing & Industrials,31090,Manufacture of other furniture,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reproductive Services,Health Care Providers & Services,Healthcare,86220,Specialists medical practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reptile Welfare,Veterinary Services & Supplies,Healthcare,75000,Veterinary activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Requirements Setting,Consulting Services,Professional Services,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Research Organisations,Research & Development Services,Professional Services,72190,Other research and experimental development on natural sciences and engineering,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Residential Care Homes,Health Care Providers & Services,Healthcare,87300,Residential care activities for the elderly and disabled,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Residential Parks,Property Rental & Real Estate Services,Real Estate,68209,Other letting and operating of own or leased real estate,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Resort,Hospitality Management & Services,Hospitality,55209,Other holiday and other collective accommodation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Resource Recovery & Recycling,Recycling & Waste Management,Manufacturing & Industrials,38320,Recovery of sorted materials,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Responsible Pet Ownership,Pet Services & Supplies,Consumer Goods & Services,96090,Other service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Responsive Web Design,Web Development,Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rest & Retirement Homes,Health Care Providers & Services,Healthcare,87300,Residential care activities for the elderly and disabled,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restaurant,"Hotels, Restaurants & Leisure",Hospitality,56101,Licenced restaurants,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restaurant Management & Development,Hospitality Management & Services,Hospitality,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restaurant Management & Restaurant Development,Hospitality Management & Services,Hospitality,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restaurants & Take Away Menus,"Hotels, Restaurants & Leisure",Hospitality,56101,Licenced restaurants,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restaurants Sports Bars,"Pubs, Bars & Inns",Hospitality,56101,Licenced restaurants,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Restorative Dentistry,Health Care Providers & Services,Healthcare,86230,Dental practice activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail - Wines Spirits & Beer/Liquor Store,"Retail - Wines, Spirits & Beer",Retail,47250,Retail sale of beverages in specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail & Wholesale Luggage,Specialty Retail,Retail,46499,Wholesale of household goods (other than musical instruments) n.e.c,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Carpets & Rugs,Furniture,Retail,47530,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Channel Marketing,Marketing & Advertising,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Garden Ornament Wholesalers & Distributors,Garden Supplies,Manufacturing & Industrials,46760,Wholesale of other intermediate products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Design,Design Services,Professional Services,74100,Specialised design activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Floorcoverings,Furniture,Retail,47530,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Logistics,Logistics & Transportation,Transportation & Logistics,52290,Other transportation support activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Marketing,Marketing & Advertising,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Optical Goods,Optical Goods,Retail,47782,Retail sale by opticians,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Soft Furnishings,Home Goods,Retail,47510,Retail sale of textiles in specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Specialists & Hygiene Cleaning,Cleaning Supplies,Retail,81299,Other cleaning services,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retail Stores,General Retail & Services,Retail,47190,Other retail sale in non-specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retailers & Makers Curtains,Home Goods,Retail,47510,Retail sale of textiles in specialised stores,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Retirement Apartments,Health Care Providers & Services,Healthcare,87300,Residential care activities for the elderly and disabled,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reuse Of Furniture,General Retail & Services,Retail,47799,Retail sale of other second-hand goods in stores (not incl. antiques),,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Reward Marketing,Marketing & Advertising,Marketing & Advertising,73110,Advertising agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
RFID Microchip Identification,Electronic Equipment & Components,Manufacturing & Industrials,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rider Physiotherapy,Health Care Providers & Services,Healthcare,86900,Other human health activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Ridesharing,Logistics & Transportation,Transportation & Logistics,49320,Taxi operation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Riding Schools, Livery Stables & Equestrian Centres",Education Services,Education,85510,Sports and recreation education,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Rigid Inflatable Boats & Inflatable Boats,Marine Engineering,Manufacturing & Industrials,30120,Building of pleasure and sporting boats,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Riley System Transportation,Logistics & Transportation,Transportation & Logistics,49410,Freight transport by road,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Risk Assessment,Consulting Services,Professional Services,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Risk Management,Consulting Services,Professional Services,70229,Management consultancy activities other than financial management,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
River & Inland Waterways,Shipping & Marine Transportation,Transportation & Logistics,50300,Inland passenger water transport,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
River Authorities,Government Services,Public Sector & Government,84110,General public administration activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
RMG Workers,Apparel,Consumer Goods & Services,82990,Other business support service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Construction And Road Marking,Construction & Engineering,Construction & Materials,42110,Construction of roads and motorways,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Construction Equipment Manufacturers,Construction & Engineering,Manufacturing & Industrials,28923,Manufacture of equipment for concrete crushing and screening and roadworks,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Construction Service Contractors,Construction & Engineering,Construction & Materials,42110,Construction of roads and motorways,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Road Cycling,Sporting Goods,Consumer Goods & Services,93199,Other sports activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
